,tweets
1785,@Sintutttttttt @ohmybeautybank Aku lebih ke sayang duit yg udah keluar jadi investasi bodong😭😂 tapi aku pun pake rentang waktu kalo dalam seminggu gk membaik pasti gk dipake lagi.
1786,"investasi uang aja masih mikir mikir, untuk apa investasi cewe https://t.co/FE1CcxuKmw"
1787,"Investasi Patungan Kuliner Martabak invest mulai dari 5 Juta/Saham, bagi hasil setara 100Ribu/bulan, kontrak 2 thn. Join Invest Now...!"
1788,"🔥 Sinyal Binary Option Gratis

ASET: $BTCUSD / $BTCJPY #bitcoin
ARAH: LOW 📉 @ 43536.76
JANGKA WAKTU: 5 MENIT
PLATFORM: Zentrader

#investasi #forexindonesia #zentrader #binomo"
1789,"Targetkan Raih Investasi Parekraf USD2,45 Miliar Tahun Ini, Menparekraf Undang Investor Australia
https://t.co/nUOEXtyPOL"
1790,"Promosikan Parekraf RI, Menparekraf Sandiaga Uno Temui Mendag, Pariwisata &amp; Investasi Australia
https://t.co/4B8lGRdPcb"
1791,"Persiapkan tabungan pensiun untuk kesejahteraan hari tua. Mulai investasi reksadana dengan Bibit dan dapatkan cashback Rp25.000 setelah mendaftar dengan memasukkan kode referral Bibit: investnow

Download sekarang: https://t.co/tuuiKVMuet
94127
https://t.co/tD2zEee7n2"
1792,"Dapatkan  investasi kripto!

1) Unduh aplikasi Pintu (https://t.co/BQis4L0ZGd), daftar, dan masukkan kode referral: @atmaatma67334633.
2) Jual beli aset crypto mulai dari Rp11.000.
3) Nikmati komisi 0.004% setiap kamu jual beli. https://t.co/5KBO8IBLP1"
1793,@adjisdoaibu Belajar investasi langsung dari pakarnya. Ntab bwang!
1794,@my_007012 pernahnya grup2 investasi bodong mana byk cape left2in😭
1795,"Jangan nunggu kaya baru mulai investasi. 
Tapi... investasi lah agar menjadi kaya.

Jangan nunggu sempurna baru mulai berusaha. Tapi...berusahalah menuju sempurna.

Jangan nunggu bahagia baru bersyukur. 
Tapi....berSyukurlah agar kamu bahagia.

#NabungInvestasiSejakAwal. https://t.co/2yHn2iTCZw"
1796,"@moonareas Cowok kenapa sih kalo ngedeketin cewek banyak banget, kalian mau investasi ya?"
1797,Atau investasi bodong https://t.co/qGKoHmkhB9
1798,"ibarat makan sih, rumah tuh semacam investasi yg bisa di lanjutkan sama siapa aja, dan pasti butuh https://t.co/86JyMBqDYN"
1799,"@worksfess Laptop itu penting, itung2 aja buat investasi"
1800,@apasihanjng Klo itu investasi 😎
1801,Bareskrim Tangkap 5 Tersangka Kasus Investasi Bodong DNA Pro https://t.co/5gLizDvLWr
1802,"@sutanmangarahrp Masyarakat yg mana pak? Bukannya 3 ketum parpol, yg punya big data, yg pembina APDESI, yg mentri investasi indonesia itu masyarakat dari istana pak yg getol teriak 3 periode....."
1803,"Investasi tidak kita lanjutkan Mungkin investasi memang harus kita sudahi hari ini, Trimakasih P"
1804,"@risnaluthfinur Selamat pagi Bapak Risna. Program Investasi Haji Muda untuk periode Investasi yaitu : 
- Jangka Waktu : sesuai skema program dengan sistem CRISP (maks. 120 bulan)
- Target Dana : sesuai skema program
Terima kasih - Lucky"
1805,"@worksfess waah, banyak yg kyk gitu. alasannya? literasi keuangan rendah, gaya hidup mewah, kena investasi bodong(balik lagi karena literasi rendah)"
1806,@mazzini_gsp astagfirullah sabar pak lebih baik cari lagi warga yang mau investasi
1807,"@mazzini_gsp kalau investasi itu rasional jgn mentang2 tokoh ini itu promoin,langsung pada ngikut tanpa analisis dulu.
Org ahli agama belum tentu jago bisnis apalagi kalau pake ayat2....hmmm."
1808,"7 Nama Dewan Komisioner OJK Terpilih 2022-2027 dan Pencucian Uang Investasi Bodong menjadi berita terpopuler, Kamis (7/4). https://t.co/ps4uokTW6s"
1809,"Persiapkan dana tabungan untuk keperluan masa depan. Mulai investasi reksadana dengan Bibit dan dapatkan cashback Rp25.000 setelah mendaftar dengan memasukkan kode referral Bibit: investnow

Download sekarang: https://t.co/tuuiKVMuet
34012
https://t.co/tD2zEee7n2"
1810,Mau Request Proposal Investasi JOERAGAN Group..? SMS/WA: 0812-2269-0766 https://t.co/S7hbHN3NAT
1811,"Dear adek-adek pelaku klithih. 
Kalau kamu isi masa mudamu dengan perbuatan kriminal, kamu bakal susah punya masa depan yang cemerlang. Anak-anak seusiamu udah sibuk mikir mau bikin usaha apa, mau kerja dimana, ikut diskusi soal investasi &amp; saham, kursus sana sini lhoh."
1812,@ohmybeautybank skincare. buat investasi masa tua hahah
1813,"Mimpi dulu dan diaminin dulu aja lah ya wkwkwkwkwkwkwk. Bismillah deh nyoba nabung, siapa tau rejekinya ada

Itung itung juga investasi, bukan duit yg abis dipake. Bisa dijual lagi kalo uda ga dipake. Sama kek sepeda listrik yg sekarang, kalo ganti motor ya tak jual"
1814,"@LayanganKetap @KhoirulMqn1235 @idextratime Banyakin minum air putih baru mau komen begitu wkwkk, barca bangkrut karna investasi transfernya yang jor jor an bosss"
1815,siapa investasi sosial
1816,"Kini anda dpt mewujudkan semua yg pernah
anda impikan: Pendidikan, Renovasi Rumah,
Pernikahan, Investasi Usaha &amp; Kebutuhan
Finansial lainnya"
1817,"@ohmybeautybank Skincare, karena buat investasi kulit buat kedepannya https://t.co/UDf6aBVvRg"
1818,Bener bener pc mahagrid chan tembus harga 165 😭😭 untung udah beli pas harga 112rb. Bismillah ini investasi bukan sembarang investasi 🤣🤣🤣
1819,@ohmybeautybank skincare bcs investasi kulit sehat hingga tua
1820,"@adjisdoaibu Cie Presiden dan Menteri kordinator Bidang Kelucuan Dalam Negeri dan investasi Indonesia, lagi konsolidasi nih. 😄"
1821,"malah kepikiran klo ada agensi yg nyogok ini itu demi bisnisnya, kek trainee itu investasi mereka, gagal debut tuh bakal rugi banyak, tp smoga agensi ini nggak gitu :( https://t.co/NRyDt5rEWL"
1822,"🔥 Sinyal Binary Option Gratis

ASET: $EURUSD
ARAH: LOW 📉 @ 1.08799
JANGKA WAKTU: 5 MENIT
PLATFORM: Zentrader

#investasi #forexindonesia #zentrader #binomo"
1823,"Makan gorengan tuh enak, apalagi kalo dicocol petis, tapi makan gorengan sama aja kayak investasi kolesterol"
1824,"Persiapkan dana darurat untuk kejadian tak terduga. Mulai investasi reksadana dengan Bibit dan dapatkan cashback Rp25.000 setelah mendaftar dengan memasukkan kode referral Bibit: investnow

Download sekarang: https://t.co/tuuiKVMuet
92558
https://t.co/a4VRKmEGXk"
1825,"Ayo berinvestasi sekarang juga untuk masa depan sejahtera. Mulai investasi reksadana di Bibit dan dapatkan cashback Rp25.000 setelah mendaftar dengan memasukkan kode referral Bibit: investnow

Download sekarang: https://t.co/73aGdqQy92
7803
https://t.co/sNvGWsWIF8"
1826,Sekarang Rakyat Papua akan di perhadapkan dengan Kepentingan Investor yang telah memetakan Wilayah Kehidupan Rakyat Papua sebagai Wilayah Investasi Kapital.
1827,Apakah investasi kali ini bodong apa tidak
1828,"@vitamicin_ @banjarbase 1 juta tuh stabil. Tapi masih hidup dgn ortu.
Dibagi2 jadi beberapa bagian
1. Jajan+bensin = 300k/minggu (1 minggu 75k)
2. Investasi = 100k
3. Nabung = 100k
4. Kebutuhan (skincare dll) = 300k
5. Keinginan = 200k

Wlaupun masih berantakan, tapi kucobai tiap hari mencatat keuangan"
1829,@bijouxe_ @gwesmetasya @lutfifauzia @ajaib_investasi Baru cek beberapa jam yg lalu jadi gak tau ilangnya sejak kapan
1830,"Investasi kuliner ala JOERAGAN, invest 25 juta'an, cek infonya disini: https://t.co/X8UaLxHGhg … … Join skrg..! https://t.co/a5W4z4rDLW"
1831,"@Kita_AMLTF Investasi tertinggi manusia adalah orang yang dapat dipercaya.. sangat mudah menghancurkan kepercayaan, begitu sulit meraih keperxayaan orang lain ketika tlah melakukan kebohongan.  Bijaklah bersikap."
1832,"Saya pegang $luna dari 6-7$. Sampai saat ini. Jadi yap, saya pegang untuk investasi longterm. https://t.co/tUAU4HTyRE"
1833,"Kian hari kawan kawan ngumpul harusnya udah ngomongin ide-ide, Peluang bisnis, cara dapetin cuan, investasi bukan lagi cari ribut dan bikin drama caper ke orang lain. Fokus udah harus beda. Manfaatkan sebaik baiknya sisa usia."
1834,"@Chaec emang candu sih, niatnya investasi tp malah jual rugi terus 🙂"
1835,"Semua orang perlu berinvestasi demi masa depan yang lebih baik. Mulai investasi reksadana dengan Bibit dan dapatkan cashback Rp25.000 setelah mendaftar dengan memasukkan kode referral Bibit: investnow

Download sekarang: https://t.co/tuuiKVMuet
39437
https://t.co/OcgvhRegbO"
1836,"JICA dengan tulus mengundang Anda untuk merasakannya. Pengguna baru yang bergabung dengan JICA bisa mendapatkan keuntungan investasi gratis Rp 110.000. Tugas harian bisa mendapatkan penghasilan gratis hingga Rp 100.000. Untuk penghasilan lebih, silakan buka APP untuk melihat."
1837,"adik-adik... dr pada mikir physical touch-physical touch yg sebenarnya sangean, yok bisa yok upgrade skill, cari kerjaan bagus, mulai investasi, palingga punya tabungan buat DP rumah. jng kaya tante nih, udah kepala 3 pusing mau nyari KPR 😂 https://t.co/KnNVNIuFvs"
1838,"Investasi Resto kuliner JOERAGAN, paling diminati saat ini, Prodpektif dan Potensial, Join !
https://t.co/8Q30W4sGlC … https://t.co/h63C51X6xL"
1839,"Investasi Kuliner Legendaris Martabak LEGIT Group, investasi 1 Gerai 100Juta, bagi hasil 2Juta/Bulan. Join Now..!! https://t.co/UVQQ3lbCRi"
1840,"@hihellofaaa @gwesmetasya @lutfifauzia @ajaib_investasi iya kan panik bgt haha, udah nanya cs belum ada balasan. Kamu hilangnya dari kapan?"
1841,"🔥 Sinyal Binary Option Gratis

ASET: $BTCUSD
ARAH: HIGH 📈 @ 43449.53
JANGKA WAKTU: 5 MENIT
PLATFORM: Zentrader

#investasi #forexindonesia #zentrader #binomo"
1842,"@bijouxe_ @gwesmetasya @lutfifauzia @ajaib_investasi Belum, kaget barusan ngecek tiba2 porto ilang. Cari info di twitter ternyata ada yang ngalamin juga"
1843,"Semua orang perlu berinvestasi demi masa depan yang lebih baik. Mulai investasi reksadana dengan Bibit dan dapatkan cashback Rp25.000 setelah mendaftar dengan memasukkan kode referral Bibit: investnow

Download sekarang: https://t.co/tuuiKVMuet
42738
https://t.co/tD2zEee7n2"
1844,"kalian yang mau coba BIBIT untuk investasi, masukin kode referral : *liana5 bisa dapat cashback Rp. 25.000. Lumayan banget kan"
1845,"Satu momen paling patah hati karena kondisi ekonomi, saat Mama harus menjual kulkas baru kami, kulkas itu bukan hanya barang mewa buat Saya, kulkas itu investasi buat bikin es 🤣 Mama jual buat bayar SPP, Saya patah hati sekali"
1846,update info terbaru Program Investasi Syariah Indonesia disini --&gt; https://t.co/DsLgoAM3W1
1847,"@gwesmetasya @lutfifauzia @ajaib_investasi halo mau tanya, porto kalian udah balik belum ya? Soalnya punya ku tiba2 hilang juga🥲"
1848,"Masih SD kelas 4, karena sulit sekali dikasih jajan buat beli mainan, saya jualan gula-gula sugus (permen) modalnya 2rb, untungnya 2rb, seribunya saya makan sendiri karena jualanku enak 😆 tapi sejak itu suka sekali investasi 😆"
1849,"Sebagai penyintas kemiskinan sejak kecil, saya selalu consent dengan urusan finansial, jualan, investasi apapun itu kayanya sudah saya lakukan sejak kecil, mungkin bisa jd ini inner child yg bikin saya trauma sm momen-momen sedih masalah ekonomi keluarga 🥲"
1850,"#BeritaSampit
Bareskrim Tangkap 5 dari 12 Tersangka Penipuan Investasi DNA Pro https://t.co/EswMjOJFQG JAKARTA - Penyidik Direktorat Tindak Pidana Ekonomi Khusus (Dittipideksus) Bareskrim Polri men... https://t.co/q3eN5qkMtJ"
1851,".@realheygotrade, startup aplikasi yang memungkinkan pengguna berinvestasi saham perusahaan global dan ETF tanpa komisi, memperoleh investasi Series A senilai $15,5 juta yang dipimpin oleh Velocity Capital Fintech Ventures.

Info lebih detil: https://t.co/Fsk0t61FSt

#Gotrade https://t.co/ee0BYKdWvq"
1852,Investasi Bodong di Era Digitalisasi https://t.co/zHCWexEx5P
1853,"@Dennysiregar7 Semoga umat semakin cerdas atas explotasi agama utk tujuan politik, investasi syariah, donasi sana sini. Ah… Arab Saudi menang banyak."
1854,"Persiapkan tabungan pensiun untuk kesejahteraan hari tua. Mulai investasi reksadana dengan Bibit dan dapatkan cashback Rp25.000 setelah mendaftar dengan memasukkan kode referral Bibit: investnow

Download sekarang: https://t.co/tuuiKVMuet
38491
https://t.co/OcgvhRegbO"
1855,"Investasi sesegera mungkin, sejahtera sesegera mungkin. Mulai investasi reksadana di Bibit dan dapatkan cashback Rp25.000 setelah mendaftar dengan memasukkan kode referral Bibit: investnow

Download sekarang: https://t.co/73aGdqQy92
2924
https://t.co/7qPEls4s1r"
1856,"Ega Ayu NA, Pelaku Modus Investasi Bodong di Tangkap Polisi Polres Bojonegoro https://t.co/7CFzicDpZy"
1857,".@HuobiTech meluncurkan Hackathon GameFi bersama dengan @NEXTYPE1, dengan hadiah jutaan dolar. Huobi Tech juga berencana untuk melakukan investasi strategis di NEXTYPE.

Info lebih detil: https://t.co/j91hAu0xXa

#Huobi #HuobiTech #NEXTYPE #GameFi #Hackathon #CoinDataID https://t.co/FpinYhJUSt"
1858,"#BeritaSampit
Pasangan Suami Istri Tersangka Investasi Bodong di Kalteng Terancam 10 Tahun Penjara https://t.co/Df6wFkEyg6 PALANGKA RAYA - Penyidik Direktorat Reserse Kriminal K... https://t.co/4lU3lyzvtz"
1859,Beli kasur yg bagus emang investasi terbaik sih https://t.co/bTofLm9aaB
1860,"Kasus Penipuan Investasi DNA Pro, Bareskrim Tangkap 5 dari 12 Tersangka https://t.co/fMV6dM9UYy"
1861,"Program Investasi Syariah Indonesia,follow InvesJamurJabon ada Program Investasi Properti di 2015, In-sya Allah Investasi utk Dunia Akhirat"
1862,"Investasi penting untuk semua orang. Mulai investasi reksadana dengan Bibit dan dapatkan cashback Rp25.000 setelah mendaftar dengan memasukkan kode referral Bibit: investnow

Download sekarang: https://t.co/tuuiKVMuet
41580
https://t.co/pjofRpvysO"
1863,"Investasi penting untuk semua orang. Mulai investasi reksadana di Bibit dan dapatkan cashback Rp25.000 setelah mendaftar dengan memasukkan kode referral Bibit: investnow

Download sekarang: https://t.co/73aGdqQy92
2442
https://t.co/qPCbGf2LVG"
1864,char genshin adalah investasi https://t.co/lG2IgoZ0jt
1865,Mau kaya byeee dunia tapi gue sekolah ngabisin ratusan juta. Paham ga? Mana belom gue balikin. Ya Allah investasi bodong
1866,"kayaknya gw harus beli cervical pillow buat dibawa ke penempatan, terus sesampenya di sana beli kasur yg sebagus dan senyaman mungkin. kasur adalah investasi."
1867,RI-Panama Jajaki Peningkatan Perdagangan dan Investasi https://t.co/E8hM3rj3n3
1868,RI-Panama Jajaki Peningkatan Perdagangan dan Investasi https://t.co/C3fFs7mCwH
1869,@SFT98LEEJUYEON pahalanya buat investasi kah? abis sebulan dituker jadi dosa?
1870,"Kini anda dpt mewujudkan semua yg pernah anda impikan: Pendidikan, Renovasi Rumah, Pernikahan, Investasi Usaha &amp; Kebutuhan Finansial lainnya"
1871,Kadang masih suka terpana dengan bagaimana cara investasi bekerja. Apalagi kalo liat hasil nyatanya. Kaya...kok bisa ya?
1872,Buaian Bunga Tinggi Investasi Ilegal Tidak Seindah Realita https://t.co/g2z1egQg3R
1873,Aplikasi Mitsubishi Motors ID (MMID) Bagian dari Investasi Branding Life Adventure https://t.co/841ZWVIyUU
1874,Investasi awal https://t.co/1jwTgp1dZs
1875,"Ikuti Program Investasi Syariah Indonesia dgn follow InvesJamurJabon ada Program Investasi Properti di 2015, Invest mulai dari 10juta saja."
1876,Bareskrim Polri Tangkap 5 Tersangka Penipuan Investasi DNA Pro https://t.co/29mfPd0baL
1877,"@PartaiSocmed Jauh jauhin future itu spekulasi cuma tebak harga gaada asetnya. Kalo beli spot pas btc dump ke 35k kemarin harusnya udah untung banyak borong Gmt, wave, jasmy, luna naik ratusan lebih. Sol aja naik nyaris 100%, investasi terbaik ya spot beli pas dump jual pas harga tinggi😬"
1878,"Mu soumu...
Kasian bgtt luu.. Udah mah kena investasi bodong. Kagak ada pemasukan gara2 ngebuang anak sendiri. Dari sejak itu selalu dijadiin bulan2an netizen &amp; kambing hitam si oknum. Eh sekarang disalah2in lagi dan disebut pembawa sial.
Kasian tp pengen ngakak juga.
😌"
1879,"Katakan Tidak Kepada Investasi Bodong, Jangan Ragu Lapor Polisi!!! https://t.co/EeV3qnufsg"
1880,"PPATK mengungkap beragam modus para afiliator investasi ilegal, salah satunya penggunaan aset kripto sebagai sarana pembayaran biaya kepada afiliator untuk mengelabui penghimpunan dan pembayaran dana secara ilegal.
https://t.co/U94lGG7J7v"
1881,"Masa depan milik wanita yang mempunyai mimpi
Kulit yang indah adalah investasi. Marwah Skin Treatment hadir mengubah harapan
Berani menginspirasi dan membawa perubahan. #marwahskincarepadang #skincareindonesia #makeupartist #skincarerountime #skincare https://t.co/Jhow8fYRuk"
1882,"Investasi sesegera mungkin, sejahtera sesegera mungkin. Mulai investasi reksadana dengan Bibit dan dapatkan cashback Rp25.000 setelah mendaftar dengan memasukkan kode referral Bibit: investnow

Download sekarang: https://t.co/tuuiKVMuet
80189
https://t.co/tD2zEee7n2"
1883,Kena investasi bodong lu somu https://t.co/uwNQIVoP1s
1884,Melawan Tipu Daya Skema Ponzi Sebagai Bagian Dari Penipuan Investasi https://t.co/ZiSbfA5YeD
1885,"Buat tim yang suka lihat hijau-hijau bisa lirik nih Sucorinvest Sharia Sukuk Fund (SSSF) di @bibitid . RD yg baru diluncurkan Sucorinvest 2021 lalu, bisa jadi alternatif dari sucorinvest stable fund (SSF). Sebagian besar SSSF mengalokasikan dana investasi ke sukuk jangka pendek. https://t.co/vVIUEJ9UPa"
1886,https://t.co/6iORIfaEk5 Cek 1. adakah investasi yang pasti tidak ada risiko jelaskan
1887,"Cermati Investasi ilegal (Bodong)
Waspadalah !!! https://t.co/X40iN1TUq3"
1888,"""Waspada Penipuan Bermodus Investasi"" https://t.co/HmSyyeglTJ"
1889,Hari ini sekali lagi buatlah impian itu lebih nyata di benak anda https://t.co/SZYeuvjUon
1890,"Kontestasi Pilpres 2024 sepertinya masih temaram.

Belum terlihat kandidat yg benar benar ""Wow"" &amp; fenomenal spt layaknya Jokowi di 2014.

Beberapa tokoh memang sudah punya investasi elektoral, tp sepertinya belum cukup membuat calon pemilih bergairah. Perlu ada gimmick politik. https://t.co/qFmrE6QCI4"
1891,#News #antara #antaranews #antaranews #aremaniainfo Literasi agar terhindar dari investasi ilegal – ANTARA News https://t.co/8FZdd9v4Hd
1892,Waspada Penipuan Investasi !!! https://t.co/LavB8etbG7
1893,#News #antara #antaranews #antaranews #aremaniainfo Literasi agar terhindar dari investasi ilegal – ANTARA News https://t.co/a2d4zucpN4
1894,"@bravepromote yang aneh sebenernya host yg minta proof follow,  padahal apa susahnya nyantumin kalo perlu kalo engga ngapain udah pake bot ngeceknya aneh. dan itulah bodohnya orng indo, masih aja ngikutin semuanya dikirim proof wkwkwkw, gasalag banyak yg kena investasi bodong 🤣🤣🤣"
1895,"Persiapkan dana darurat untuk kejadian tak terduga. Mulai investasi reksadana dengan Bibit dan dapatkan cashback Rp25.000 setelah mendaftar dengan memasukkan kode referral Bibit: investnow

Download sekarang: https://t.co/tuuiKVMuet
40273
https://t.co/tD2zEee7n2"
1896,Literasi agar terhindar dari investasi ilegal — Berita Terkini – ANTARA News https://t.co/xlU9gKTlTV
